order_id,product_id,quantity,unit_price,order_item_id
40,98,2,93.03,100
40,112,3,61.6,101
40,67,2,79.82,102
41,13,1,88.25,103
42,20,2,51.93,104
43,111,2,102.57,105
43,82,2,18.82,106
44,45,3,122.14,107
44,114,3,158.98,108
44,47,1,107.75,109
45,111,3,102.57,110
45,55,3,112.44,111
46,103,2,63.17,112
46,53,2,131.64,113
46,26,2,110.27,114
47,44,1,92.01,115
48,51,3,137.81,116
49,86,2,104.23,117
49,23,3,88.99,118
49,56,2,66.29,119
50,55,3,112.44,120
50,92,1,147.23,121
50,92,3,147.23,122
50,60,3,62.93,123
51,49,2,25.81,124
51,37,3,70.91,125
51,26,3,110.27,126
51,99,2,70.91,127
52,87,2,155.9,128
53,16,3,32.58,129
53,28,1,71.83,130
54,72,3,44.37,131
54,108,3,25.06,132
55,85,1,9.08,133
55,26,1,110.27,134
56,65,2,107.57,135
57,115,3,74.82,136
57,64,3,11.98,137
57,87,3,155.9,138
58,30,3,58.43,139
58,77,3,35.18,140
58,107,1,86.82,141
58,18,1,117.65,142
59,103,3,63.17,143
60,45,3,122.14,144
60,44,3,92.01,145
60,82,3,18.82,146
61,7,3,62.52,147
61,50,2,39.47,148
62,9,1,106.22,149
62,117,3,135.35,150
62,109,1,77.1,151
63,40,1,43.27,152
63,112,1,61.6,153
64,87,1,155.9,154
65,117,1,135.35,155
65,92,1,147.23,156
66,25,2,114.68,157
66,58,1,123.31,158
67,75,2,85.47,159
67,38,1,112.68,160
68,14,3,103.27,161
68,66,3,109.16,162
68,40,1,43.27,163
69,97,2,33.16,164
69,24,1,114.93,165
69,19,1,120.91,166
70,109,1,77.1,167
70,35,1,99.61,168
70,62,1,57.83,169
70,1,2,85.59,170
71,98,2,93.03,171
71,89,1,14.61,172
71,16,3,32.58,173
72,83,2,182.33,174
72,25,3,114.68,175
72,16,1,32.58,176
73,42,3,98.11,177
74,34,3,28.79,178
75,34,1,28.79,179
75,89,1,14.61,180
76,21,1,98.85,181
76,70,3,162.72,182
77,31,2,75.42,183
77,106,1,82.49,184
77,10,2,16.57,185
78,88,3,59.95,186
78,116,3,15.09,187
78,73,1,60.18,188
78,95,1,33.66,189
79,26,1,110.27,190
80,15,3,107.2,191
80,99,1,70.91,192
80,52,3,80.89,193
80,69,2,136.42,194
81,2,2,97.82,195
81,93,1,154.55,196
81,13,2,88.25,197
82,95,1,33.66,198
83,67,1,79.82,199
83,112,2,61.6,200
83,63,1,82.57,201
83,110,3,93.38,202
84,101,1,46.04,203
84,42,1,98.11,204
84,13,2,88.25,205
85,120,2,30.04,206
85,73,2,60.18,207
85,52,3,80.89,208
85,71,3,73.16,209
86,64,1,11.98,210
86,103,2,63.17,211
86,85,2,9.08,212
86,23,3,88.99,213
87,119,3,110.63,214
88,31,2,75.42,215
89,108,2,25.06,216
89,55,1,112.44,217
89,81,1,114.74,218
89,109,2,77.1,219
90,92,2,147.23,220
90,106,3,82.49,221
90,119,2,110.63,222
91,82,1,18.82,223
91,75,3,85.47,224
91,118,2,45.95,225
92,60,2,62.93,226
92,83,1,182.33,227
92,111,3,102.57,228
93,108,3,25.06,229
94,55,3,112.44,230
94,14,2,103.27,231
94,49,3,25.81,232
95,83,1,182.33,233
95,49,3,25.81,234
96,104,2,137.43,235
96,51,3,137.81,236
97,17,1,39.8,237
97,63,1,82.57,238
98,27,1,85.77,239
98,10,2,16.57,240
98,34,2,28.79,241
99,6,3,30.09,242
99,29,1,88.19,243
99,25,2,114.68,244
100,75,3,85.47,245
100,26,3,110.27,246
100,115,2,74.82,247
100,98,1,93.03,248
101,51,1,137.81,249
101,90,2,19.77,250
102,103,3,63.17,251
102,94,2,24.49,252
102,59,3,103.59,253
102,72,3,44.37,254
103,109,1,77.1,255
104,63,2,82.57,256
105,35,3,99.61,257
105,3,3,78.93,258
105,118,1,45.95,259
105,109,3,77.1,260
106,102,1,114.81,261
106,71,3,73.16,262
106,44,3,92.01,263
106,87,2,155.9,264
107,33,2,16.35,265
108,100,3,59.52,266
108,37,3,70.91,267
108,105,1,37.73,268
109,48,3,125.1,269
109,5,3,117.88,270
109,48,2,125.1,271
110,116,1,15.09,272
110,14,1,103.27,273
110,63,3,82.57,274
111,17,3,39.8,275
111,24,2,114.93,276
111,116,2,15.09,277
112,78,3,20.71,278
112,114,3,158.98,279
113,27,2,85.77,280
113,15,3,107.2,281
114,79,1,53.38,282
114,3,1,78.93,283
114,62,2,57.83,284
114,47,1,107.75,285
115,94,1,24.49,286
115,116,2,15.09,287
115,113,2,63.5,288
115,13,3,88.25,289
116,78,2,20.71,290
116,93,3,154.55,291
116,98,1,93.03,292
116,82,3,18.82,293
117,64,2,11.98,294
117,25,3,114.68,295
117,38,2,112.68,296
118,81,2,114.74,297
118,101,1,46.04,298
119,94,1,24.49,299
119,93,1,154.55,300
119,84,2,142.25,301
119,85,3,9.08,302
120,16,2,32.58,303
121,113,1,63.5,304
121,43,2,104.88,305
122,2,3,97.82,306
122,4,2,117.02,307
122,85,2,9.08,308
123,81,1,114.74,309
123,103,1,63.17,310
124,20,3,51.93,311
125,37,1,70.91,312
126,42,1,98.11,313
127,9,2,106.22,314
127,107,2,86.82,315
128,34,1,28.79,316
128,55,2,112.44,317
129,110,3,93.38,318
129,97,1,33.16,319
129,18,3,117.65,320
130,1,1,85.59,321
131,27,3,85.77,322
131,43,1,104.88,323
132,106,2,82.49,324
132,105,2,37.73,325
132,55,2,112.44,326
132,100,3,59.52,327
133,106,1,82.49,328
133,88,1,59.95,329
134,18,1,117.65,330
134,54,3,28.58,331
134,77,3,35.18,332
134,113,1,63.5,333
135,81,2,114.74,334
135,79,3,53.38,335
136,115,2,74.82,336
136,30,2,58.43,337
137,68,3,116.81,338
137,67,2,79.82,339
138,7,2,62.52,340
138,40,2,43.27,341
139,65,2,107.57,342
139,68,1,116.81,343
140,114,2,158.98,344
140,107,2,86.82,345
140,29,1,88.19,346
140,21,3,98.85,347
141,76,3,91.33,348
141,42,2,98.11,349
141,51,3,137.81,350
142,72,2,44.37,351
142,65,1,107.57,352
143,24,3,114.93,353
144,83,1,182.33,354
144,86,3,104.23,355
144,63,3,82.57,356
145,30,2,58.43,357
145,93,3,154.55,358
146,29,2,88.19,359
146,115,1,74.82,360
146,41,3,162.48,361
146,42,2,98.11,362
147,18,2,117.65,363
147,119,3,110.63,364
147,17,1,39.8,365
147,38,3,112.68,366
148,56,3,66.29,367
148,22,3,95.07,368
149,57,3,88.34,369
149,44,2,92.01,370
149,98,1,93.03,371
150,52,1,80.89,372
151,70,1,162.72,373
152,51,1,137.81,374
153,21,3,98.85,375
153,53,1,131.64,376
153,16,2,32.58,377
154,26,2,110.27,378
154,80,3,99.39,379
154,92,1,147.23,380
154,65,1,107.57,381
155,23,1,88.99,382
155,7,3,62.52,383
155,44,3,92.01,384
156,46,2,89.38,385
156,109,2,77.1,386
157,71,2,73.16,387
157,96,2,35.49,388
157,19,1,120.91,389
157,2,1,97.82,390
158,12,2,127.19,391
159,32,1,59.88,392
159,105,2,37.73,393
160,117,3,135.35,394
160,58,2,123.31,395
160,70,2,162.72,396
161,97,3,33.16,397
162,26,3,110.27,398
162,77,3,35.18,399
162,7,2,62.52,400
163,79,1,53.38,401
164,64,1,11.98,402
164,91,1,23.92,403
164,57,2,88.34,404
165,97,2,33.16,405
165,80,3,99.39,406
165,87,2,155.9,407
166,26,3,110.27,408
167,67,2,79.82,409
167,87,1,155.9,410
167,29,1,88.19,411
168,23,3,88.99,412
169,58,2,123.31,413
169,32,3,59.88,414
169,31,3,75.42,415
170,1,1,85.59,416
171,52,2,80.89,417
171,96,3,35.49,418
172,71,2,73.16,419
172,90,2,19.77,420
173,21,2,98.85,421
173,60,3,62.93,422
173,81,3,114.74,423
173,97,3,33.16,424
174,51,1,137.81,425
174,64,3,11.98,426
175,27,1,85.77,427
175,28,2,71.83,428
176,114,3,158.98,429
176,58,2,123.31,430
176,2,3,97.82,431
177,15,1,107.2,432
178,60,2,62.93,433
178,22,1,95.07,434
178,63,3,82.57,435
179,25,3,114.68,436
179,101,1,46.04,437
180,41,2,162.48,438
180,45,1,122.14,439
181,88,1,59.95,440
182,2,1,97.82,441
183,62,1,57.83,442
183,88,1,59.95,443
183,9,1,106.22,444
183,68,2,116.81,445
184,94,1,24.49,446
184,40,1,43.27,447
184,58,2,123.31,448
184,75,3,85.47,449
185,24,2,114.93,450
186,17,2,39.8,451
187,112,1,61.6,452
187,84,1,142.25,453
188,17,2,39.8,454
188,73,1,60.18,455
189,95,2,33.66,456
190,20,3,51.93,457
190,120,3,30.04,458
190,120,1,30.04,459
191,79,3,53.38,460
192,92,3,147.23,461
192,101,2,46.04,462
192,119,2,110.63,463
193,26,2,110.27,464
194,92,2,147.23,465
194,49,1,25.81,466
195,66,3,109.16,467
195,97,1,33.16,468
195,42,1,98.11,469
196,49,3,25.81,470
196,56,1,66.29,471
196,63,3,82.57,472
196,3,2,78.93,473
197,72,1,44.37,474
197,52,2,80.89,475
197,100,3,59.52,476
198,46,1,89.38,477
198,100,2,59.52,478
199,1,1,85.59,479
199,49,2,25.81,480
200,80,2,99.39,481
200,16,1,32.58,482
201,92,3,147.23,483
201,6,1,30.09,484
201,16,2,32.58,485
202,26,3,110.27,486
202,90,1,19.77,487
202,78,2,20.71,488
203,45,3,122.14,489
204,52,3,80.89,490
204,68,2,116.81,491
204,26,2,110.27,492
205,30,1,58.43,493
205,49,1,25.81,494
205,12,2,127.19,495
205,90,2,19.77,496
206,108,1,25.06,497
206,26,2,110.27,498
207,73,3,60.18,499
207,87,1,155.9,500
208,81,3,114.74,501
208,48,2,125.1,502
208,2,3,97.82,503
209,12,2,127.19,504
209,40,3,43.27,505
209,66,2,109.16,506
210,110,2,93.38,507
210,6,2,30.09,508
210,77,3,35.18,509
210,64,2,11.98,510
211,117,3,135.35,511
211,51,3,137.81,512
212,84,1,142.25,513
212,27,3,85.77,514
213,48,3,125.1,515
214,69,3,136.42,516
214,11,2,147.5,517
214,15,1,107.2,518
215,53,3,131.64,519
215,37,3,70.91,520
215,9,1,106.22,521
216,17,1,39.8,522
216,26,1,110.27,523
217,11,2,147.5,524
218,106,2,82.49,525
218,88,3,59.95,526
218,35,2,99.61,527
218,119,2,110.63,528
219,38,2,112.68,529
219,108,1,25.06,530
219,119,2,110.63,531
219,110,2,93.38,532
220,17,3,39.8,533
221,95,1,33.66,534
221,115,3,74.82,535
222,42,1,98.11,536
222,13,2,88.25,537
222,98,1,93.03,538
222,106,2,82.49,539
223,19,2,120.91,540
224,81,1,114.74,541
224,74,3,60.43,542
224,98,3,93.03,543
224,6,3,30.09,544
225,12,1,127.19,545
226,8,1,183.83,546
226,11,2,147.5,547
227,84,1,142.25,548
228,76,2,91.33,549
228,14,2,103.27,550
229,86,1,104.23,551
230,50,3,39.47,552
230,94,3,24.49,553
230,39,1,127.8,554
230,20,1,51.93,555
231,38,2,112.68,556
231,38,1,112.68,557
232,86,2,104.23,558
232,44,2,92.01,559
232,74,2,60.43,560
232,119,1,110.63,561
233,114,3,158.98,562
233,38,2,112.68,563
233,24,1,114.93,564
234,70,1,162.72,565
234,85,3,9.08,566
234,57,2,88.34,567
234,39,1,127.8,568
235,96,3,35.49,569
235,76,2,91.33,570
235,48,2,125.1,571
235,42,1,98.11,572
236,42,1,98.11,573
236,32,3,59.88,574
236,106,3,82.49,575
236,26,2,110.27,576
237,52,2,80.89,577
238,93,3,154.55,578
238,31,1,75.42,579
238,64,1,11.98,580
239,18,1,117.65,581
239,47,1,107.75,582
240,84,3,142.25,583
240,35,2,99.61,584
241,118,2,45.95,585
242,88,1,59.95,586
242,72,2,44.37,587
243,53,1,131.64,588
243,10,3,16.57,589
243,87,2,155.9,590
243,52,2,80.89,591
244,36,3,58.06,592
244,33,1,16.35,593
245,89,2,14.61,594
245,68,1,116.81,595
245,42,2,98.11,596
245,19,3,120.91,597
246,23,1,88.99,598
246,54,2,28.58,599
247,8,2,183.83,600
248,112,1,61.6,601
249,30,1,58.43,602
249,54,3,28.58,603
250,3,2,78.93,604
251,58,2,123.31,605
251,76,1,91.33,606
251,2,1,97.82,607
251,75,2,85.47,608
252,2,2,97.82,609
252,101,3,46.04,610
252,7,2,62.52,611
252,26,1,110.27,612
253,15,3,107.2,613
253,101,2,46.04,614
253,13,1,88.25,615
253,5,1,117.88,616
254,110,2,93.38,617
255,106,3,82.49,618
255,120,3,30.04,619
255,7,3,62.52,620
256,100,3,59.52,621
256,85,2,9.08,622
256,70,1,162.72,623
256,65,1,107.57,624
257,93,1,154.55,625
257,85,1,9.08,626
257,112,1,61.6,627
258,103,3,63.17,628
258,40,3,43.27,629
258,77,2,35.18,630
259,68,3,116.81,631
260,106,1,82.49,632
261,12,1,127.19,633
261,90,1,19.77,634
261,101,1,46.04,635
261,112,2,61.6,636
262,54,1,28.58,637
262,28,2,71.83,638
262,56,2,66.29,639
262,99,2,70.91,640
263,103,2,63.17,641
264,112,2,61.6,642
265,75,2,85.47,643
265,42,1,98.11,644
266,71,1,73.16,645
267,101,1,46.04,646
267,51,3,137.81,647
267,74,2,60.43,648
267,43,3,104.88,649
268,93,3,154.55,650
269,51,2,137.81,651
269,10,3,16.57,652
270,80,1,99.39,653
270,104,3,137.43,654
271,98,1,93.03,655
271,36,1,58.06,656
271,101,1,46.04,657
271,67,2,79.82,658
272,35,2,99.61,659
272,63,1,82.57,660
272,119,2,110.63,661
273,93,3,154.55,662
273,41,2,162.48,663
273,45,1,122.14,664
273,50,2,39.47,665
274,1,2,85.59,666
274,39,1,127.8,667
275,91,2,23.92,668
275,88,2,59.95,669
275,35,3,99.61,670
275,46,2,89.38,671
276,62,2,57.83,672
277,22,3,95.07,673
277,4,1,117.02,674
277,49,3,25.81,675
278,2,3,97.82,676
278,49,2,25.81,677
278,88,3,59.95,678
279,31,3,75.42,679
279,111,3,102.57,680
279,40,2,43.27,681
280,88,1,59.95,682
280,49,3,25.81,683
280,90,1,19.77,684
281,27,2,85.77,685
281,68,2,116.81,686
281,80,3,99.39,687
282,113,2,63.5,688
282,86,1,104.23,689
283,119,3,110.63,690
283,49,1,25.81,691
284,68,2,116.81,692
284,95,3,33.66,693
284,44,2,92.01,694
284,31,1,75.42,695
285,79,1,53.38,696
285,23,1,88.99,697
285,28,3,71.83,698
285,16,1,32.58,699
286,37,3,70.91,700
286,77,2,35.18,701
287,18,2,117.65,702
288,36,3,58.06,703
288,100,1,59.52,704
289,7,3,62.52,705
289,44,2,92.01,706
289,117,2,135.35,707
289,68,1,116.81,708
290,10,1,16.57,709
290,96,1,35.49,710
290,42,3,98.11,711
291,10,2,16.57,712
292,91,3,23.92,713
292,60,1,62.93,714
293,65,2,107.57,715
293,92,1,147.23,716
293,113,2,63.5,717
293,103,1,63.17,718
294,9,1,106.22,719
295,58,1,123.31,720
296,95,1,33.66,721
296,52,2,80.89,722
297,63,2,82.57,723
297,19,1,120.91,724
297,100,1,59.52,725
298,120,2,30.04,726
298,97,1,33.16,727
299,49,2,25.81,728
299,36,3,58.06,729
299,108,2,25.06,730
300,1,3,85.59,731
301,91,3,23.92,732
301,21,2,98.85,733
302,116,2,15.09,734
302,20,1,51.93,735
302,102,1,114.81,736
303,21,1,98.85,737
303,18,1,117.65,738
303,47,3,107.75,739
303,70,1,162.72,740
304,109,3,77.1,741
305,21,1,98.85,742
305,99,3,70.91,743
306,109,2,77.1,744
307,55,1,112.44,745
308,85,3,9.08,746
308,56,3,66.29,747
309,115,1,74.82,748
309,117,1,135.35,749
310,73,3,60.18,750
310,81,3,114.74,751
310,66,3,109.16,752
311,63,2,82.57,753
311,42,3,98.11,754
312,73,2,60.18,755
312,17,3,39.8,756
312,27,2,85.77,757
312,47,3,107.75,758
313,69,3,136.42,759
314,117,3,135.35,760
314,118,3,45.95,761
315,39,1,127.8,762
316,102,1,114.81,763
316,25,1,114.68,764
316,69,3,136.42,765
316,30,2,58.43,766
317,18,2,117.65,767
318,83,2,182.33,768
319,30,3,58.43,769
320,23,3,88.99,770
320,81,1,114.74,771
320,1,3,85.59,772
321,24,3,114.93,773
321,60,3,62.93,774
321,35,1,99.61,775
321,86,1,104.23,776
322,49,1,25.81,777
323,10,3,16.57,778
324,59,3,103.59,779
324,96,2,35.49,780
324,62,2,57.83,781
325,46,2,89.38,782
325,32,3,59.88,783
325,27,3,85.77,784
325,92,1,147.23,785
326,82,2,18.82,786
327,34,2,28.79,787
327,71,2,73.16,788
327,36,3,58.06,789
328,9,3,106.22,790
328,73,3,60.18,791
328,110,3,93.38,792
329,5,2,117.88,793
329,14,3,103.27,794
330,64,2,11.98,795
330,25,3,114.68,796
330,28,2,71.83,797
330,76,2,91.33,798
331,23,1,88.99,799
331,48,2,125.1,800
331,20,3,51.93,801
332,79,3,53.38,802
332,88,1,59.95,803
332,89,3,14.61,804
332,1,2,85.59,805
333,108,2,25.06,806
334,102,3,114.81,807
334,12,2,127.19,808
335,74,2,60.43,809
335,79,2,53.38,810
336,68,3,116.81,811
337,41,3,162.48,812
337,95,3,33.66,813
338,103,2,63.17,814
338,119,2,110.63,815
338,34,2,28.79,816
339,58,3,123.31,817
340,34,3,28.79,818
340,44,2,92.01,819
341,50,2,39.47,820
341,101,3,46.04,821
342,86,3,104.23,822
342,86,3,104.23,823
342,74,1,60.43,824
343,93,1,154.55,825
343,48,2,125.1,826
343,17,2,39.8,827
343,7,3,62.52,828
344,17,1,39.8,829
344,52,2,80.89,830
344,6,1,30.09,831
344,83,3,182.33,832
345,83,1,182.33,833
346,102,3,114.81,834
346,4,3,117.02,835
346,24,1,114.93,836
346,59,1,103.59,837
347,48,1,125.1,838
347,54,1,28.58,839
347,35,2,99.61,840
347,95,2,33.66,841
348,27,2,85.77,842
349,36,1,58.06,843
350,81,1,114.74,844
350,105,1,37.73,845
350,2,2,97.82,846
351,92,3,147.23,847
351,43,3,104.88,848
351,90,3,19.77,849
351,22,3,95.07,850
352,60,1,62.93,851
352,58,3,123.31,852
352,12,3,127.19,853
353,41,1,162.48,854
354,109,1,77.1,855
355,74,2,60.43,856
355,97,1,33.16,857
355,57,3,88.34,858
355,40,3,43.27,859
356,5,1,117.88,860
356,90,2,19.77,861
356,11,2,147.5,862
356,71,2,73.16,863
357,72,1,44.37,864
357,31,3,75.42,865
357,75,1,85.47,866
358,70,3,162.72,867
358,41,1,162.48,868
359,50,1,39.47,869
359,80,3,99.39,870
360,17,2,39.8,871
360,45,1,122.14,872
360,11,3,147.5,873
361,110,2,93.38,874
361,70,2,162.72,875
361,38,1,112.68,876
362,113,1,63.5,877
362,93,1,154.55,878
362,72,1,44.37,879
363,114,1,158.98,880
363,111,3,102.57,881
364,38,1,112.68,882
364,118,1,45.95,883
365,115,2,74.82,884
365,95,3,33.66,885
366,48,2,125.1,886
366,44,3,92.01,887
367,16,2,32.58,888
368,35,2,99.61,889
368,98,2,93.03,890
369,41,3,162.48,891
370,119,1,110.63,892
371,45,1,122.14,893
371,20,3,51.93,894
371,24,2,114.93,895
372,109,2,77.1,896
372,27,3,85.77,897
373,47,3,107.75,898
373,53,2,131.64,899
374,87,2,155.9,900
375,15,2,107.2,901
376,95,1,33.66,902
376,19,2,120.91,903
376,9,1,106.22,904
376,64,2,11.98,905
377,39,1,127.8,906
377,4,3,117.02,907
377,3,1,78.93,908
378,58,3,123.31,909
378,75,1,85.47,910
379,39,3,127.8,911
380,46,3,89.38,912
380,66,3,109.16,913
381,82,3,18.82,914
381,65,3,107.57,915
381,63,3,82.57,916
382,103,2,63.17,917
382,1,3,85.59,918
382,25,3,114.68,919
382,43,3,104.88,920
383,82,1,18.82,921
383,108,2,25.06,922
384,9,2,106.22,923
385,60,1,62.93,924
385,102,3,114.81,925
386,114,2,158.98,926
386,76,1,91.33,927
387,111,2,102.57,928
388,49,2,25.81,929
388,3,2,78.93,930
388,74,1,60.43,931
388,5,1,117.88,932
389,90,2,19.77,933
390,108,1,25.06,934
390,26,2,110.27,935
390,72,3,44.37,936
391,16,1,32.58,937
391,1,3,85.59,938
391,16,3,32.58,939
392,13,3,88.25,940
392,120,3,30.04,941
392,80,1,99.39,942
393,54,2,28.58,943
393,27,2,85.77,944
394,62,2,57.83,945
394,102,1,114.81,946
395,72,1,44.37,947
395,8,3,183.83,948
395,97,2,33.16,949
396,72,3,44.37,950
397,63,2,82.57,951
397,85,2,9.08,952
398,114,1,158.98,953
398,93,3,154.55,954
398,112,2,61.6,955
399,10,2,16.57,956
399,29,1,88.19,957
400,37,3,70.91,958
400,86,3,104.23,959
401,104,1,137.43,960
402,102,3,114.81,961
402,28,2,71.83,962
402,48,1,125.1,963
402,38,1,112.68,964
403,73,1,60.18,965
404,91,2,23.92,966
404,88,1,59.95,967
404,77,3,35.18,968
405,43,3,104.88,969
406,5,2,117.88,970
407,42,3,98.11,971
407,36,2,58.06,972
407,105,2,37.73,973
408,25,1,114.68,974
408,73,3,60.18,975
409,87,2,155.9,976
410,52,2,80.89,977
410,25,1,114.68,978
411,6,1,30.09,979
411,58,2,123.31,980
411,70,2,162.72,981
412,82,2,18.82,982
412,87,2,155.9,983
413,20,3,51.93,984
414,112,1,61.6,985
414,84,3,142.25,986
414,65,1,107.57,987
414,65,1,107.57,988
415,109,3,77.1,989
415,94,2,24.49,990
415,105,3,37.73,991
415,111,3,102.57,992
416,86,2,104.23,993
416,64,1,11.98,994
416,108,1,25.06,995
416,45,3,122.14,996
417,35,3,99.61,997
417,24,1,114.93,998
418,54,3,28.58,999
418,79,1,53.38,1000
418,16,2,32.58,1001
419,65,3,107.57,1002
419,79,3,53.38,1003
419,90,1,19.77,1004
420,13,2,88.25,1005
420,10,2,16.57,1006
420,75,3,85.47,1007
421,106,2,82.49,1008
422,71,3,73.16,1009
422,59,3,103.59,1010
422,39,1,127.8,1011
423,33,3,16.35,1012
423,101,2,46.04,1013
424,71,2,73.16,1014
425,36,1,58.06,1015
426,60,3,62.93,1016
427,30,1,58.43,1017
427,54,2,28.58,1018
427,36,3,58.06,1019
427,55,1,112.44,1020
428,51,2,137.81,1021
429,107,1,86.82,1022
429,109,1,77.1,1023
429,116,2,15.09,1024
429,101,2,46.04,1025
430,41,1,162.48,1026
430,18,3,117.65,1027
430,22,3,95.07,1028
430,66,3,109.16,1029
431,54,2,28.58,1030
432,17,3,39.8,1031
433,73,1,60.18,1032
433,95,1,33.66,1033
433,78,2,20.71,1034
434,48,1,125.1,1035
434,110,3,93.38,1036
434,14,2,103.27,1037
434,59,3,103.59,1038
435,111,2,102.57,1039
435,51,3,137.81,1040
436,83,3,182.33,1041
437,82,1,18.82,1042
438,14,3,103.27,1043
438,119,1,110.63,1044
438,12,1,127.19,1045
439,106,2,82.49,1046
439,32,3,59.88,1047
440,69,1,136.42,1048
441,9,1,106.22,1049
441,49,2,25.81,1050
442,62,1,57.83,1051
443,114,2,158.98,1052
444,15,2,107.2,1053
445,42,2,98.11,1054
445,29,2,88.19,1055
445,79,1,53.38,1056
445,93,1,154.55,1057
446,103,3,63.17,1058
446,80,3,99.39,1059
446,75,2,85.47,1060
446,14,2,103.27,1061
447,64,1,11.98,1062
447,102,2,114.81,1063
448,58,2,123.31,1064
448,20,1,51.93,1065
449,102,1,114.81,1066
450,119,1,110.63,1067
450,78,2,20.71,1068
450,97,1,33.16,1069
450,92,2,147.23,1070
451,31,1,75.42,1071
452,106,1,82.49,1072
453,67,2,79.82,1073
453,30,1,58.43,1074
454,90,1,19.77,1075
454,57,2,88.34,1076
454,30,2,58.43,1077
455,3,1,78.93,1078
455,46,3,89.38,1079
456,103,3,63.17,1080
457,87,1,155.9,1081
457,9,2,106.22,1082
457,2,1,97.82,1083
458,64,2,11.98,1084
458,31,2,75.42,1085
458,108,1,25.06,1086
458,47,2,107.75,1087
459,58,2,123.31,1088
460,74,2,60.43,1089
460,56,1,66.29,1090
460,43,2,104.88,1091
460,89,3,14.61,1092
461,70,3,162.72,1093
461,118,1,45.95,1094
461,55,3,112.44,1095
462,57,1,88.34,1096
462,24,2,114.93,1097
463,60,2,62.93,1098
463,58,1,123.31,1099
463,49,2,25.81,1100
464,103,2,63.17,1101
464,98,1,93.03,1102
464,90,2,19.77,1103
465,22,2,95.07,1104
465,53,3,131.64,1105
465,59,3,103.59,1106
465,94,1,24.49,1107
466,30,3,58.43,1108
466,8,1,183.83,1109
466,98,3,93.03,1110
466,57,1,88.34,1111
467,5,3,117.88,1112
467,75,3,85.47,1113
467,79,3,53.38,1114
468,96,3,35.49,1115
468,26,2,110.27,1116
468,27,2,85.77,1117
468,62,1,57.83,1118
469,60,3,62.93,1119
469,41,1,162.48,1120
469,33,3,16.35,1121
470,111,3,102.57,1122
471,26,1,110.27,1123
471,96,2,35.49,1124
471,12,1,127.19,1125
472,49,2,25.81,1126
473,22,3,95.07,1127
474,28,1,71.83,1128
475,23,2,88.99,1129
475,97,2,33.16,1130
475,107,1,86.82,1131
476,26,1,110.27,1132
476,16,3,32.58,1133
477,26,1,110.27,1134
478,38,2,112.68,1135
479,6,2,30.09,1136
480,38,2,112.68,1137
480,106,3,82.49,1138
481,72,2,44.37,1139
482,119,2,110.63,1140
483,58,2,123.31,1141
484,22,2,95.07,1142
484,118,2,45.95,1143
485,12,2,127.19,1144
485,99,3,70.91,1145
485,14,3,103.27,1146
486,71,1,73.16,1147
486,104,1,137.43,1148
486,50,1,39.47,1149
486,89,2,14.61,1150
